condition	seed	template	benchmark	data_lang	instr_lang	extractor	gold	n_gold	pred_entailment	pred_neutral	pred_contradiction	pred_none	acc_on_gold	via_tier1a_english	via_tier1b_native	via_tier2_glued	via_tier3_paraphrase	tier2_pred_entailment	tier2_cjk_frame
condition-2-zh-5k	123	2	xnli	en	en	refined	contradiction	1670	11	113	1545	1	0.9251	1669	0	0	0	0	0
condition-2-zh-5k	123	2	xnli	en	en	refined	neutral	1670	118	139	1413	0	0.0832	1670	0	0	0	0	0
condition-2-zh-5k	123	2	xnli	en	zh	refined	entailment	1670	1613	50	2	5	0.9659	1660	2	1	2	1	1
condition-2-zh-5k	123	2	xnli	en	zh	refined	contradiction	1670	1571	64	27	8	0.0162	1636	26	0	0	0	0
condition-2-zh-5k	123	2	xnli	en	zh	refined	neutral	1670	1624	37	2	7	0.0222	1661	2	0	0	0	0
condition-2-zh-5k	123	2	xnli	es	en	refined	entailment	1670	336	193	1128	13	0.2012	1657	0	0	0	0	0
condition-2-zh-5k	123	2	xnli	es	en	refined	contradiction	1670	45	99	1525	1	0.9132	1669	0	0	0	0	0
condition-2-zh-5k	123	2	xnli	es	en	refined	neutral	1670	175	135	1353	7	0.0808	1663	0	0	0	0	0
condition-2-zh-5k	123	2	xnli	es	zh	refined	entailment	1670	1613	8	17	32	0.9659	1616	17	1	4	1	1
condition-2-zh-5k	123	2	xnli	es	zh	refined	contradiction	1670	1580	12	53	25	0.0317	1590	53	0	2	0	0
condition-2-zh-5k	123	2	xnli	es	zh	refined	neutral	1670	1617	4	30	19	0.0024	1618	30	1	2	1	1
condition-2-zh-5k	123	2	xnli	ur	en	refined	entailment	1670	5	48	1613	4	0.0030	1666	0	0	0	0	0
condition-2-zh-5k	123	2	xnli	ur	en	refined	contradiction	1670	1	21	1648	0	0.9868	1670	0	0	0	0	0
condition-2-zh-5k	123	2	xnli	ur	en	refined	neutral	1670	6	26	1634	4	0.0156	1666	0	0	0	0	0
condition-2-zh-5k	123	2	xnli	ur	zh	refined	entailment	1670	1416	103	20	131	0.8479	1459	20	8	52	8	8
condition-2-zh-5k	123	2	xnli	ur	zh	refined	contradiction	1670	1290	122	58	200	0.0347	1345	58	4	63	4	4
condition-2-zh-5k	123	2	xnli	ur	zh	refined	neutral	1670	1419	95	16	140	0.0569	1459	16	10	45	10	10
condition-2-zh-5k	123	2	xnli	zh	en	refined	entailment	1670	919	3	747	1	0.5503	1668	1	0	0	0	0
condition-2-zh-5k	123	2	xnli	zh	en	refined	contradiction	1670	197	1	1472	0	0.8814	1669	1	0	0	0	0
condition-2-zh-5k	123	2	xnli	zh	en	refined	neutral	1670	683	1	985	1	0.0006	1667	2	0	0	0	0
condition-2-zh-5k	123	2	xnli	zh	zh	refined	entailment	1670	1460	5	163	42	0.8743	1442	162	18	6	18	18
condition-2-zh-5k	123	2	xnli	zh	zh	refined	contradiction	1670	1213	6	392	59	0.2347	1209	391	4	7	4	4
condition-2-zh-5k	123	2	xnli	zh	zh	refined	neutral	1670	1421	4	209	36	0.0024	1409	208	12	5	12	12
condition-2-zh-5k	42	1	xnli	en	en	refined	entailment	1670	1542	38	90	0	0.9234	1670	0	0	0	0	0
condition-2-zh-5k	42	1	xnli	en	en	refined	contradiction	1670	572	75	1023	0	0.6126	1670	0	0	0	0	0
condition-2-zh-5k	42	1	xnli	en	en	refined	neutral	1670	1410	35	225	0	0.0210	1670	0	0	0	0	0
condition-2-zh-5k	42	1	xnli	en	zh	refined	entailment	1670	1667	2	0	1	0.9982	1669	0	0	0	0	0
condition-2-zh-5k	42	1	xnli	en	zh	refined	contradiction	1670	1668	2	0	0	0.0000	1670	0	0	0	0	0
condition-2-zh-5k	42	1	xnli	en	zh	refined	neutral	1670	1670	0	0	0	0.0000	1670	0	0	0	0	0
condition-2-zh-5k	42	1	xnli	es	en	refined	entailment	1670	1571	46	53	0	0.9407	1670	0	0	0	0	0
condition-2-zh-5k	42	1	xnli	es	en	refined	contradiction	1670	816	161	693	0	0.4150	1670	0	0	0	0	0
condition-2-zh-5k	42	1	xnli	es	en	refined	neutral	1670	1519	33	118	0	0.0198	1670	0	0	0	0	0
condition-2-zh-5k	42	1	xnli	es	zh	refined	entailment	1670	1668	1	1	0	0.9988	1669	1	0	0	0	0
condition-2-zh-5k	42	1	xnli	es	zh	refined	contradiction	1670	1668	1	1	0	0.0006	1669	1	0	0	0	0
condition-2-zh-5k	42	1	xnli	es	zh	refined	neutral	1670	1668	1	1	0	0.0006	1669	1	0	0	0	0
condition-2-zh-5k	42	1	xnli	ur	en	refined	entailment	1670	1183	122	365	0	0.7084	1670	0	0	0	0	0
condition-2-zh-5k	42	1	xnli	ur	en	refined	contradiction	1670	583	102	985	0	0.5898	1670	0	0	0	0	0
condition-2-zh-5k	42	1	xnli	ur	en	refined	neutral	1670	1108	97	465	0	0.0581	1670	0	0	0	0	0
condition-2-zh-5k	42	1	xnli	ur	zh	refined	entailment	1670	1547	2	64	57	0.9263	1549	63	0	1	0	0
condition-2-zh-5k	42	1	xnli	ur	zh	refined	contradiction	1670	1474	2	146	48	0.0874	1476	146	0	0	0	0
condition-2-zh-5k	42	1	xnli	ur	zh	refined	neutral	1670	1520	1	94	55	0.0006	1521	94	0	0	0	0
condition-2-zh-5k	42	1	xnli	zh	en	refined	entailment	1670	1642	1	27	0	0.9832	1670	0	0	0	0	0
condition-2-zh-5k	42	1	xnli	zh	en	refined	contradiction	1670	1239	9	422	0	0.2527	1670	0	0	0	0	0
condition-2-zh-5k	42	1	xnli	zh	en	refined	neutral	1670	1630	0	40	0	0.0000	1670	0	0	0	0	0
condition-2-zh-5k	42	1	xnli	zh	zh	refined	entailment	1670	1616	0	50	4	0.9677	1614	52	0	0	0	0
condition-2-zh-5k	42	1	xnli	zh	zh	refined	contradiction	1670	1582	0	85	3	0.0509	1582	85	0	0	0	0
condition-2-zh-5k	42	1	xnli	zh	zh	refined	neutral	1670	1620	0	49	1	0.0000	1619	50	0	0	0	0
condition-2-zh-5k	42	2	xnli	en	en	refined	entailment	1670	141	253	1275	1	0.0844	1669	0	0	0	0	0
condition-2-zh-5k	42	2	xnli	en	en	refined	contradiction	1670	5	112	1553	0	0.9299	1670	0	0	0	0	0
condition-2-zh-5k	42	2	xnli	en	en	refined	neutral	1670	38	152	1480	0	0.0910	1670	0	0	0	0	0
condition-2-zh-5k	42	2	xnli	en	zh	refined	entailment	1670	1556	50	15	49	0.9317	1596	15	4	6	4	4
condition-2-zh-5k	42	2	xnli	en	zh	refined	contradiction	1670	1434	48	94	94	0.0563	1480	93	1	2	1	1
condition-2-zh-5k	42	2	xnli	en	zh	refined	neutral	1670	1555	32	28	55	0.0192	1584	28	3	0	3	3
condition-2-zh-5k	42	2	xnli	es	en	refined	entailment	1670	188	248	1224	10	0.1126	1660	0	0	0	0	0
condition-2-zh-5k	42	2	xnli	es	en	refined	contradiction	1670	31	103	1535	1	0.9192	1669	0	0	0	0	0
condition-2-zh-5k	42	2	xnli	es	en	refined	neutral	1670	92	156	1416	6	0.0934	1664	0	0	0	0	0
condition-2-zh-5k	42	2	xnli	es	zh	refined	entailment	1670	1505	11	68	86	0.9012	1503	68	3	10	3	3
condition-2-zh-5k	42	2	xnli	es	zh	refined	contradiction	1670	1400	5	168	97	0.1006	1401	168	1	3	1	1
condition-2-zh-5k	42	2	xnli	es	zh	refined	neutral	1670	1470	3	115	82	0.0018	1470	115	0	3	0	0
condition-2-zh-5k	42	2	xnli	ur	en	refined	entailment	1670	2	35	1629	4	0.0012	1666	0	0	0	0	0
condition-2-zh-5k	42	2	xnli	ur	en	refined	contradiction	1670	1	18	1651	0	0.9886	1670	0	0	0	0	0
condition-2-zh-5k	42	2	xnli	ur	en	refined	neutral	1670	2	22	1644	2	0.0132	1668	0	0	0	0	0
condition-2-zh-5k	42	2	xnli	ur	zh	refined	entailment	1670	980	127	91	472	0.5868	996	91	5	106	5	5
condition-2-zh-5k	42	2	xnli	ur	zh	refined	contradiction	1670	859	99	158	554	0.0946	879	158	4	75	4	4
condition-2-zh-5k	42	2	xnli	ur	zh	refined	neutral	1670	963	112	83	512	0.0671	979	83	6	90	6	6
condition-2-zh-5k	42	2	xnli	zh	en	refined	entailment	1670	653	3	1011	3	0.3910	1666	1	0	0	0	0
condition-2-zh-5k	42	2	xnli	zh	en	refined	contradiction	1670	99	0	1571	0	0.9407	1669	1	0	0	0	0
condition-2-zh-5k	42	2	xnli	zh	en	refined	neutral	1670	397	2	1270	1	0.0012	1667	2	0	0	0	0
condition-2-zh-5k	42	2	xnli	zh	zh	refined	entailment	1670	759	55	623	233	0.4545	651	622	97	67	97	97
condition-2-zh-5k	42	2	xnli	zh	zh	refined	contradiction	1670	447	21	981	221	0.5874	423	981	24	21	24	24
condition-2-zh-5k	42	2	xnli	zh	zh	refined	neutral	1670	625	22	788	235	0.0132	575	787	49	24	49	49
condition-2-zh-5k	456	1	xnli	en	en	refined	entailment	1670	1517	47	106	0	0.9084	1670	0	0	0	0	0
condition-2-zh-5k	456	1	xnli	en	en	refined	contradiction	1670	512	93	1065	0	0.6377	1670	0	0	0	0	0
condition-2-zh-5k	456	1	xnli	en	en	refined	neutral	1670	1355	40	275	0	0.0240	1670	0	0	0	0	0
condition-2-zh-5k	456	1	xnli	en	zh	refined	entailment	1670	1667	3	0	0	0.9982	1670	0	0	0	0	0
condition-2-zh-5k	456	1	xnli	en	zh	refined	contradiction	1670	1663	5	2	0	0.0012	1670	0	0	0	0	0
condition-2-zh-5k	456	1	xnli	en	zh	refined	neutral	1670	1670	0	0	0	0.0000	1670	0	0	0	0	0
condition-2-zh-5k	456	1	xnli	es	en	refined	entailment	1670	1551	57	62	0	0.9287	1670	0	0	0	0	0
condition-2-zh-5k	456	1	xnli	es	en	refined	contradiction	1670	751	185	734	0	0.4395	1670	0	0	0	0	0
condition-2-zh-5k	456	1	xnli	es	en	refined	neutral	1670	1483	45	142	0	0.0269	1670	0	0	0	0	0
condition-2-zh-5k	456	1	xnli	es	zh	refined	entailment	1670	1668	1	0	1	0.9988	1669	0	0	0	0	0
condition-2-zh-5k	456	1	xnli	es	zh	refined	contradiction	1670	1669	1	0	0	0.0000	1670	0	0	0	0	0
condition-2-zh-5k	456	1	xnli	es	zh	refined	neutral	1670	1669	1	0	0	0.0006	1670	0	0	0	0	0
condition-2-zh-5k	456	1	xnli	ur	en	refined	entailment	1670	1232	105	333	0	0.7377	1670	0	0	0	0	0
condition-2-zh-5k	456	1	xnli	ur	en	refined	contradiction	1670	634	112	924	0	0.5533	1670	0	0	0	0	0
condition-2-zh-5k	456	1	xnli	ur	en	refined	neutral	1670	1153	91	426	0	0.0545	1670	0	0	0	0	0
condition-2-zh-5k	456	1	xnli	ur	zh	refined	entailment	1670	1657	7	5	1	0.9922	1664	5	0	0	0	0
condition-2-zh-5k	456	1	xnli	ur	zh	refined	contradiction	1670	1649	10	11	0	0.0066	1659	11	0	0	0	0
condition-2-zh-5k	456	1	xnli	ur	zh	refined	neutral	1670	1656	4	7	3	0.0024	1660	7	0	0	0	0
condition-2-zh-5k	456	1	xnli	zh	en	refined	entailment	1670	1642	2	26	0	0.9832	1670	0	0	0	0	0
condition-2-zh-5k	456	1	xnli	zh	en	refined	contradiction	1670	1209	15	446	0	0.2671	1670	0	0	0	0	0
condition-2-zh-5k	456	1	xnli	zh	en	refined	neutral	1670	1620	0	50	0	0.0000	1670	0	0	0	0	0
condition-2-zh-5k	456	1	xnli	zh	zh	refined	entailment	1670	1669	0	1	0	0.9994	1669	1	0	0	0	0
condition-2-zh-5k	456	1	xnli	zh	zh	refined	contradiction	1670	1669	1	0	0	0.0000	1670	0	0	0	0	0
condition-2-zh-5k	456	1	xnli	zh	zh	refined	neutral	1670	1670	0	0	0	0.0000	1670	0	0	0	0	0
condition-2-zh-5k	456	2	xnli	en	en	refined	entailment	1670	112	256	1301	1	0.0671	1669	0	0	0	0	0
condition-2-zh-5k	456	2	xnli	en	en	refined	contradiction	1670	3	101	1566	0	0.9377	1670	0	0	0	0	0
condition-2-zh-5k	456	2	xnli	en	en	refined	neutral	1670	29	139	1502	0	0.0832	1670	0	0	0	0	0
condition-2-zh-5k	456	2	xnli	en	zh	refined	entailment	1670	1585	82	1	2	0.9491	1666	1	0	1	0	0
condition-2-zh-5k	456	2	xnli	en	zh	refined	contradiction	1670	1577	81	11	1	0.0066	1660	9	0	0	0	0
condition-2-zh-5k	456	2	xnli	en	zh	refined	neutral	1670	1605	59	3	3	0.0353	1664	3	0	0	0	0
condition-2-zh-5k	456	2	xnli	es	en	refined	entailment	1670	146	225	1289	10	0.0874	1660	0	0	0	0	0
condition-2-zh-5k	456	2	xnli	es	en	refined	contradiction	1670	22	87	1559	2	0.9335	1668	0	0	0	0	0
condition-2-zh-5k	456	2	xnli	es	en	refined	neutral	1670	72	136	1456	6	0.0814	1664	0	0	0	0	0
condition-2-zh-5k	456	2	xnli	es	zh	refined	entailment	1670	1621	9	13	27	0.9707	1629	13	0	1	0	0
condition-2-zh-5k	456	2	xnli	es	zh	refined	contradiction	1670	1616	10	23	21	0.0138	1626	23	0	0	0	0
condition-2-zh-5k	456	2	xnli	es	zh	refined	neutral	1670	1632	4	14	20	0.0024	1636	14	0	0	0	0
condition-2-zh-5k	456	2	xnli	ur	en	refined	entailment	1670	2	42	1622	4	0.0012	1666	0	0	0	0	0
condition-2-zh-5k	456	2	xnli	ur	en	refined	contradiction	1670	1	18	1651	0	0.9886	1670	0	0	0	0	0
condition-2-zh-5k	456	2	xnli	ur	en	refined	neutral	1670	2	20	1645	3	0.0120	1667	0	0	0	0	0
condition-2-zh-5k	456	2	xnli	ur	zh	refined	entailment	1670	1344	95	44	187	0.8048	1380	44	9	50	9	9
condition-2-zh-5k	456	2	xnli	ur	zh	refined	contradiction	1670	1235	103	80	252	0.0479	1285	80	4	49	4	4
condition-2-zh-5k	456	2	xnli	ur	zh	refined	neutral	1670	1370	87	31	182	0.0521	1403	31	8	46	8	8
condition-2-zh-5k	456	2	xnli	zh	en	refined	entailment	1670	501	4	1164	1	0.3000	1669	0	0	0	0	0
condition-2-zh-5k	456	2	xnli	zh	en	refined	contradiction	1670	61	1	1608	0	0.9629	1670	0	0	0	0	0
condition-2-zh-5k	456	2	xnli	zh	en	refined	neutral	1670	275	1	1394	0	0.0006	1669	1	0	0	0	0
condition-2-zh-5k	456	2	xnli	zh	zh	refined	entailment	1670	1507	4	110	49	0.9024	1502	109	4	6	4	4
condition-2-zh-5k	456	2	xnli	zh	zh	refined	contradiction	1670	1370	1	249	50	0.1491	1367	249	3	1	3	3
condition-2-zh-5k	456	2	xnli	zh	zh	refined	neutral	1670	1493	1	139	37	0.0006	1484	138	9	2	9	9
condition-5-es-5k	42	1	xnli	en	en	refined	entailment	1670	1633	15	22	0	0.9778	1670	0	0	0	0	0
condition-5-es-5k	42	1	xnli	en	en	refined	contradiction	1670	934	222	514	0	0.3078	1670	0	0	0	0	0
condition-5-es-5k	42	1	xnli	en	en	refined	neutral	1670	1602	17	51	0	0.0102	1670	0	0	0	0	0
condition-5-es-5k	42	1	xnli	en	es	refined	entailment	1670	1635	2	33	0	0.9790	1637	33	0	0	0	0
condition-5-es-5k	42	1	xnli	en	es	refined	contradiction	1670	1207	45	418	0	0.2503	1252	418	0	0	0	0
condition-5-es-5k	42	1	xnli	en	es	refined	neutral	1670	1613	2	55	0	0.0012	1615	55	0	0	0	0
condition-5-es-5k	42	1	xnli	es	en	refined	entailment	1670	1608	59	2	1	0.9629	1669	0	0	0	0	0
condition-5-es-5k	42	1	xnli	es	en	refined	contradiction	1670	1017	579	74	0	0.0443	1670	0	0	0	0	0
condition-5-es-5k	42	1	xnli	es	en	refined	neutral	1670	1603	61	6	0	0.0365	1670	0	0	0	0	0
condition-5-es-5k	42	1	xnli	es	es	refined	entailment	1670	1542	2	122	4	0.9234	1542	124	0	0	0	0
condition-5-es-5k	42	1	xnli	es	es	refined	contradiction	1670	942	27	700	1	0.4192	969	700	0	0	0	0
condition-5-es-5k	42	1	xnli	es	es	refined	neutral	1670	1479	2	188	1	0.0012	1480	189	0	0	0	0
condition-5-es-5k	42	1	xnli	ur	en	refined	entailment	1670	1438	171	61	0	0.8611	1670	0	0	0	0	0
condition-5-es-5k	42	1	xnli	ur	en	refined	contradiction	1670	991	332	346	1	0.2072	1669	0	0	0	0	0
condition-5-es-5k	42	1	xnli	ur	en	refined	neutral	1670	1437	140	91	2	0.0838	1668	0	0	0	0	0
condition-5-es-5k	42	1	xnli	ur	es	refined	entailment	1670	1484	4	181	1	0.8886	1489	180	0	0	0	0
condition-5-es-5k	42	1	xnli	ur	es	refined	contradiction	1670	1177	13	479	1	0.2868	1190	479	0	0	0	0
condition-5-es-5k	42	1	xnli	ur	es	refined	neutral	1670	1460	1	208	1	0.0006	1462	207	0	0	0	0
condition-5-es-5k	42	1	xnli	zh	en	refined	entailment	1670	1666	0	4	0	0.9976	1670	0	0	0	0	0
condition-5-es-5k	42	1	xnli	zh	en	refined	contradiction	1670	1567	3	100	0	0.0599	1670	0	0	0	0	0
condition-5-es-5k	42	1	xnli	zh	en	refined	neutral	1670	1665	0	5	0	0.0000	1670	0	0	0	0	0
condition-5-es-5k	42	1	xnli	zh	es	refined	entailment	1670	1670	0	0	0	1.0000	1670	0	0	0	0	0
condition-5-es-5k	42	1	xnli	zh	es	refined	contradiction	1670	1649	5	16	0	0.0096	1654	16	0	0	0	0
condition-5-es-5k	42	1	xnli	zh	es	refined	neutral	1670	1668	0	2	0	0.0000	1668	2	0	0	0	0
condition-5-es-5k	42	2	xnli	en	en	refined	entailment	1670	462	163	1044	1	0.2766	1669	0	0	0	0	0
condition-5-es-5k	42	2	xnli	en	en	refined	contradiction	1670	22	77	1570	1	0.9401	1669	0	0	0	0	0
condition-5-es-5k	42	2	xnli	en	en	refined	neutral	1670	252	106	1311	1	0.0635	1669	0	0	0	0	0
condition-5-es-5k	42	2	xnli	en	es	refined	entailment	1670	461	273	933	3	0.2760	734	933	0	0	0	0
condition-5-es-5k	42	2	xnli	en	es	refined	contradiction	1670	150	205	1315	0	0.7874	355	1315	0	0	0	0
condition-5-es-5k	42	2	xnli	en	es	refined	neutral	1670	384	171	1115	0	0.1024	555	1115	0	0	0	0
condition-5-es-5k	42	2	xnli	es	en	refined	entailment	1670	665	840	151	14	0.3982	1597	59	0	0	0	0
condition-5-es-5k	42	2	xnli	es	en	refined	contradiction	1670	147	1113	404	6	0.2419	1531	133	0	0	0	0
condition-5-es-5k	42	2	xnli	es	en	refined	neutral	1670	529	908	219	14	0.5437	1574	82	0	0	0	0
condition-5-es-5k	42	2	xnli	es	es	refined	entailment	1670	333	124	1201	12	0.1994	455	1203	0	0	0	0
condition-5-es-5k	42	2	xnli	es	es	refined	contradiction	1670	142	99	1426	3	0.8539	239	1428	0	0	0	0
condition-5-es-5k	42	2	xnli	es	es	refined	neutral	1670	306	66	1290	8	0.0395	370	1292	0	0	0	0
condition-5-es-5k	42	2	xnli	ur	en	refined	entailment	1670	47	125	1430	68	0.0281	1600	2	0	0	0	0
condition-5-es-5k	42	2	xnli	ur	en	refined	contradiction	1670	13	83	1557	17	0.9323	1652	1	0	0	0	0
condition-5-es-5k	42	2	xnli	ur	en	refined	neutral	1670	23	83	1494	70	0.0497	1598	2	0	0	0	0
condition-5-es-5k	42	2	xnli	ur	es	refined	entailment	1670	281	295	1059	35	0.1683	577	1058	0	0	0	0
condition-5-es-5k	42	2	xnli	ur	es	refined	contradiction	1670	177	229	1251	13	0.7491	406	1251	0	0	0	0
condition-5-es-5k	42	2	xnli	ur	es	refined	neutral	1670	293	234	1130	13	0.1401	526	1131	0	0	0	0
condition-5-es-5k	42	2	xnli	zh	en	refined	entailment	1670	1477	0	178	15	0.8844	1624	31	0	0	0	0
condition-5-es-5k	42	2	xnli	zh	en	refined	contradiction	1670	936	0	729	5	0.4365	1633	32	0	0	0	0
condition-5-es-5k	42	2	xnli	zh	en	refined	neutral	1670	1463	0	202	5	0.0000	1643	22	0	0	0	0
condition-5-es-5k	42	2	xnli	zh	es	refined	entailment	1670	1554	84	25	7	0.9305	1638	25	0	0	0	0
condition-5-es-5k	42	2	xnli	zh	es	refined	contradiction	1670	1291	183	192	4	0.1150	1474	192	0	0	0	0
condition-5-es-5k	42	2	xnli	zh	es	refined	neutral	1670	1606	32	27	5	0.0192	1638	27	0	0	0	0
condition-5-ur-5k	42	1	xnli	en	en	refined	entailment	1670	943	310	417	0	0.5647	1670	0	0	0	0	0
condition-5-ur-5k	42	1	xnli	en	en	refined	contradiction	1670	110	220	1340	0	0.8024	1670	0	0	0	0	0
condition-5-ur-5k	42	1	xnli	en	en	refined	neutral	1670	563	252	855	0	0.1509	1670	0	0	0	0	0
condition-5-ur-5k	42	1	xnli	en	ur	refined	entailment	1670	1395	271	3	1	0.8353	1669	0	0	0	0	0
condition-5-ur-5k	42	1	xnli	en	ur	refined	contradiction	1670	1126	516	28	0	0.0168	1670	0	0	0	0	0
condition-5-ur-5k	42	1	xnli	en	ur	refined	neutral	1670	1457	211	2	0	0.1263	1670	0	0	0	0	0
condition-5-ur-5k	42	1	xnli	es	en	refined	entailment	1670	1044	501	124	1	0.6251	1669	0	0	0	0	0
condition-5-ur-5k	42	1	xnli	es	en	refined	contradiction	1670	283	639	748	0	0.4479	1670	0	0	0	0	0
condition-5-ur-5k	42	1	xnli	es	en	refined	neutral	1670	840	548	282	0	0.3281	1670	0	0	0	0	0
condition-5-ur-5k	42	1	xnli	es	ur	refined	entailment	1670	1611	58	1	0	0.9647	1670	0	0	0	0	0
condition-5-ur-5k	42	1	xnli	es	ur	refined	contradiction	1670	1515	154	1	0	0.0006	1670	0	0	0	0	0
condition-5-ur-5k	42	1	xnli	es	ur	refined	neutral	1670	1636	33	1	0	0.0198	1670	0	0	0	0	0
condition-5-ur-5k	42	1	xnli	ur	en	refined	entailment	1670	601	694	372	3	0.3599	1667	0	0	0	0	0
condition-5-ur-5k	42	1	xnli	ur	en	refined	contradiction	1670	195	648	827	0	0.4952	1670	0	0	0	0	0
condition-5-ur-5k	42	1	xnli	ur	en	refined	neutral	1670	497	663	510	0	0.3970	1669	1	0	0	0	0
condition-5-ur-5k	42	1	xnli	ur	ur	refined	entailment	1670	1616	42	0	12	0.9677	1657	1	0	0	0	0
condition-5-ur-5k	42	1	xnli	ur	ur	refined	contradiction	1670	1552	108	0	10	0.0000	1659	1	0	0	0	0
condition-5-ur-5k	42	1	xnli	ur	ur	refined	neutral	1670	1640	19	0	11	0.0114	1658	1	0	0	0	0
condition-5-ur-5k	42	1	xnli	zh	en	refined	entailment	1670	1568	2	100	0	0.9389	1670	0	0	0	0	0
condition-5-ur-5k	42	1	xnli	zh	en	refined	contradiction	1670	829	8	833	0	0.4988	1670	0	0	0	0	0
condition-5-ur-5k	42	1	xnli	zh	en	refined	neutral	1670	1481	1	188	0	0.0006	1670	0	0	0	0	0
condition-5-ur-5k	42	1	xnli	zh	ur	refined	entailment	1670	1664	6	0	0	0.9964	1670	0	0	0	0	0
condition-5-ur-5k	42	1	xnli	zh	ur	refined	contradiction	1670	1647	22	1	0	0.0006	1670	0	0	0	0	0
condition-5-ur-5k	42	1	xnli	zh	ur	refined	neutral	1670	1665	5	0	0	0.0030	1670	0	0	0	0	0
condition-5-ur-5k	42	2	xnli	en	en	refined	entailment	1670	9	465	1196	0	0.0054	1670	0	0	0	0	0
condition-5-ur-5k	42	2	xnli	en	en	refined	contradiction	1670	0	326	1344	0	0.8048	1670	0	0	0	0	0
condition-5-ur-5k	42	2	xnli	en	en	refined	neutral	1670	4	353	1313	0	0.2114	1670	0	0	0	0	0
condition-5-ur-5k	42	2	xnli	en	ur	refined	entailment	1670	1611	52	6	1	0.9647	1669	0	0	0	0	0
condition-5-ur-5k	42	2	xnli	en	ur	refined	contradiction	1670	1279	248	143	0	0.0856	1670	0	0	0	0	0
condition-5-ur-5k	42	2	xnli	en	ur	refined	neutral	1670	1617	38	15	0	0.0228	1670	0	0	0	0	0
condition-5-ur-5k	42	2	xnli	es	en	refined	entailment	1670	24	1134	509	3	0.0144	1667	0	0	0	0	0
condition-5-ur-5k	42	2	xnli	es	en	refined	contradiction	1670	2	993	675	0	0.4042	1670	0	0	0	0	0
condition-5-ur-5k	42	2	xnli	es	en	refined	neutral	1670	8	1023	637	2	0.6126	1668	0	0	0	0	0
condition-5-ur-5k	42	2	xnli	es	ur	refined	entailment	1670	1660	7	2	1	0.9940	1669	0	0	0	0	0
condition-5-ur-5k	42	2	xnli	es	ur	refined	contradiction	1670	1549	92	28	1	0.0168	1669	0	0	0	0	0
condition-5-ur-5k	42	2	xnli	es	ur	refined	neutral	1670	1663	4	2	1	0.0024	1669	0	0	0	0	0
condition-5-ur-5k	42	2	xnli	ur	en	refined	entailment	1670	2	1007	594	67	0.0012	1603	0	0	0	0	0
condition-5-ur-5k	42	2	xnli	ur	en	refined	contradiction	1670	2	1041	603	24	0.3611	1645	1	0	0	0	0
condition-5-ur-5k	42	2	xnli	ur	en	refined	neutral	1670	2	1016	597	55	0.6084	1614	1	0	0	0	0
condition-5-ur-5k	42	2	xnli	ur	ur	refined	entailment	1670	1662	2	1	5	0.9952	1665	0	0	0	0	0
condition-5-ur-5k	42	2	xnli	ur	ur	refined	contradiction	1670	1645	16	4	5	0.0024	1665	0	0	0	0	0
condition-5-ur-5k	42	2	xnli	ur	ur	refined	neutral	1670	1665	1	0	4	0.0006	1666	0	0	0	0	0
condition-5-ur-5k	42	2	xnli	zh	en	refined	entailment	1670	621	1	1044	4	0.3719	1666	0	0	0	0	0
condition-5-ur-5k	42	2	xnli	zh	en	refined	contradiction	1670	136	0	1532	2	0.9174	1667	1	0	0	0	0
condition-5-ur-5k	42	2	xnli	zh	en	refined	neutral	1670	386	2	1278	4	0.0012	1665	1	0	0	0	0
condition-5-ur-5k	42	2	xnli	zh	ur	refined	entailment	1670	1670	0	0	0	1.0000	1670	0	0	0	0	0
condition-5-ur-5k	42	2	xnli	zh	ur	refined	contradiction	1670	1659	5	6	0	0.0036	1670	0	0	0	0	0
condition-5-ur-5k	42	2	xnli	zh	ur	refined	neutral	1670	1668	0	2	0	0.0000	1670	0	0	0	0	0
condition-5-zh-5k	42	1	xnli	en	en	refined	entailment	1670	1641	23	5	1	0.9826	1669	0	0	0	0	0
condition-5-zh-5k	42	1	xnli	en	en	refined	contradiction	1670	1214	256	200	0	0.1198	1670	0	0	0	0	0
condition-5-zh-5k	42	1	xnli	en	en	refined	neutral	1670	1634	28	8	0	0.0168	1670	0	0	0	0	0
condition-5-zh-5k	42	1	xnli	en	zh	refined	entailment	1670	107	0	1555	8	0.0641	0	1662	0	0	0	0
condition-5-zh-5k	42	1	xnli	en	zh	refined	contradiction	1670	0	0	1669	1	0.9994	0	1669	0	0	0	0
condition-5-zh-5k	42	1	xnli	en	zh	refined	neutral	1670	33	0	1635	2	0.0000	0	1668	0	0	0	0
condition-5-zh-5k	42	1	xnli	es	en	refined	entailment	1670	1636	31	2	1	0.9796	1669	0	0	0	0	0
condition-5-zh-5k	42	1	xnli	es	en	refined	contradiction	1670	1403	221	46	0	0.0275	1670	0	0	0	0	0
condition-5-zh-5k	42	1	xnli	es	en	refined	neutral	1670	1650	15	5	0	0.0090	1670	0	0	0	0	0
condition-5-zh-5k	42	1	xnli	es	zh	refined	entailment	1670	262	0	1399	9	0.1569	1	1659	1	0	1	1
condition-5-zh-5k	42	1	xnli	es	zh	refined	contradiction	1670	4	1	1662	3	0.9952	1	1666	0	0	0	0
condition-5-zh-5k	42	1	xnli	es	zh	refined	neutral	1670	80	0	1583	7	0.0000	0	1662	0	1	0	0
