benchmark	first_line	total	correct	wrong_label	parse_fail	multiline	n_cells	pred	match_via
xnli	Hypothesis: There are no aids available with regards	1	0	0	1	0	1		none
xnli	Hypothesis: Every relevant piece of paper has been	1	0	0	1	0	1		none
xnli	Ramzi Yousef was also indicted.	1	0	0	1	0	1		none
xnli	There was an NYPD interview 1.	1	0	0	1	0	1		none
xnli	There was an interview with the Chief of the NY	1	0	0	1	0	1		none
xnli	Hypothesis: There was no NYPD interview.	1	0	0	1	0	1		none
xnli	Hypothesis: NYPD handled the City's emergency	1	0	0	1	0	1		none
xnli	Hypothesis: The Taliban was not against al Qa	1	0	0	1	0	1		none
xnli	Hypothesis: Both flights flew in to the same	1	0	0	1	0	1		none
xnli	Hypothesis: Both flights landed in Miami on June	1	0	0	1	0	1		none
xnli	Hypothesis: Haznawi (Flight	1	0	0	1	0	1		none
xnli	Hypothesis: The source knew nothing about Bin L	1	0	0	1	0	1		none
xnli	Hypothesis: The source was being truthful.	1	0	0	1	0	1		none
xnli	Hypothesis: The Slahi meeting was held in	1	0	0	1	0	1		none
xnli	Hypothesis: Atta never went to the Czech	1	0	0	1	0	1		none
xnli	Hypothesis: Atta traveled to the Czech Republic	1	0	0	1	0	1		none
xnli	Hypothesis: Atta went to the Czech Republic	1	0	0	1	0	1		none
xnli	Hypothesis: Clarke was responsible for counter terrorism in	1	0	0	1	0	1		none
xnli	Hypothesis: Ahmed al Ghamdi and Abdul	1	0	0	1	0	1		none
xnli	Hypothesis: The stairwells were clear.	1	0	0	1	0	1		none
xnli	Hypothesis: They were many floors up.	1	0	0	1	0	1		none
xnli	Hypothesis: Their requirements are much more liberal.	1	0	0	1	0	1		none
xnli	Hypothesis: Nobody has any information available about building	1	0	0	1	0	1		none
xnli	Hypothesis: There is an interview available that discusses	1	0	0	1	0	1		none
xnli	Hypothesis: These systems were all offline at the	1	0	0	1	0	1		none
xnli	Hypothesis: The CIA cable has details on the	1	0	0	1	0	1		none
xnli	Hypothesis: There is more information on the identification	1	0	0	1	0	1		none
xnli	Hypothesis: There is nowhere else to look for	1	0	0	1	0	1		none
xnli	Hypothesis: Hazmi and Mihdhar traveled	1	0	0	1	0	1		none
xnli	Hypothesis: Hazmi has never been to Los	1	0	0	1	0	1		none
xnli	Hypothesis: Jennifer Stangel was interviewed by the	1	0	0	1	0	1		none
xnli	Hypothesis: KSM was killed in 2	1	0	0	1	0	1		none
xnli	Hypothesis: Terminal C was entirely deserted at the	1	0	0	1	0	1		none
xnli	There was a pay phone located in Terminal C.	1	0	0	1	0	1		none
xnli	Hypothesis: More information about hotel arrangements is in	1	0	0	1	0	1		none
xnli	Hypothesis: Nothing further is know about the hotel	1	0	0	1	0	1		none
xnli	Hypothesis: Three different hotel rooms were booked for	1	0	0	1	0	1		none
xnli	43 Tommy Franks, the commanding general	1	0	0	1	0	1		none
xnli	New Jersey as selected as one place for the people	1	0	0	1	0	1		none
xnli	Hypothesis: Rababah recommended that they stay in	1	0	0	1	0	1		none
xnli	Hypothesis: The lead was never forwarded and was	1	0	0	1	0	1		none
xnli	Hypothesis: The supervisor sent the lead to someone	1	0	0	1	0	1		none
xnli	Hypothesis: The chief arrived at the WTC	1	0	0	1	0	1		none
xnli	Hypothesis: The chief arrived at the site.	1	0	0	1	0	1		none
xnli	Hypothesis: The chief never showed up.	1	0	0	1	0	1		none
xnli	Hypothesis: There were PAPD officers assisting at	1	0	0	1	0	1		none
xnli	Hypothesis: These officers were assigned to operate radio	1	0	0	1	0	1		none
xnli	Hypothesis: The Police Commissioner and Mayor were involved	1	0	0	1	0	1		none
xnli	Hypothesis: All of the hijackers were	1	0	0	1	0	1		none
xnli	Hypothesis: Most of the hijackers were	1	0	0	1	0	1		none
xnli	Hypothesis: The hijackers made a point	1	0	0	1	0	1		none
xnli	Hypothesis: KSM always failed to get clean	1	0	0	1	0	1		none
xnli	Hypothesis: KSM got clean passports that	1	0	0	1	0	1		none
xnli	Hypothesis: KSM got clean passports.	1	0	0	1	0	1		none
xnli	Hypothesis: NORAD always operates at maximum alert	1	0	0	1	0	1		none
xnli	Hypothesis: The Czech government looked at photos they	1	0	0	1	0	1		none
xnli	Hypothesis: Both Murad and Yousef	1	0	0	1	0	1		none
xnli	Hypothesis: Deputy national intelligence directors have a rank	1	0	0	1	0	1		none
xnli	Hypothesis: People can only contact us via mail	1	0	0	1	0	1		none
xnli	ہم 24 گھنٹے، 7	1	0	0	1	0	1		none
xnli	ہم ہر ہفتے پیر اور جمعرات کو	1	0	0	1	0	1		none
xnli	ہم نے بہت سے انڈیاناپولس	1	0	0	1	0	1		none
xnli	Hypothesis: Our pediatric physicians are investigating a variety	1	0	0	1	0	1		none
xnli	Hypothesis: We fired our pediatricians last	1	0	0	1	0	1		none
xnli	Hypothesis: We hope to cure childhood cancer in	1	0	0	1	0	1		none
xnli	Hypothesis: Some of this group's members have	1	0	0	1	0	1		none
xnli	Hypothesis: Please do not make any changes to	1	0	0	1	0	1		none
xnli	Hypothesis: There is a white envelope enclosed,	1	0	0	1	0	1		none
xnli	Hypothesis: You are free to make changes to	1	0	0	1	0	1		none
xnli	ہم اب بھی اپنے صارفین اور عطیات	1	0	0	1	0	1		none
xnli	Hypothesis: If you sponsor an American Indian child	1	0	0	1	0	1		none
xnli	ہم آپ کو مستقبل کے لیے بچوں میں شرکت	1	0	0	1	0	1		none
xnli	Hypothesis: We decided that you cannot be a	1	0	0	1	0	1		none
xnli	Hypothesis: The law school is paper-based,	1	0	0	1	0	1		none
xnli	Hypothesis: Our monetary goal exceeds $30	1	0	0	1	0	1		none
xnli	Our Civil Practice Clinic has operated for several years.	1	0	0	1	0	1		none
xnli	Our Civil Practice Clinic is celebrating its first full year	1	0	0	1	0	1		none
xnli	Hypothesis: The Civil Practice Clinic has been in	1	0	0	1	0	1		none
xnli	Hypothesis: The Society promotes the gaining of knowledge	1	0	0	1	0	1		none
xnli	Inner Circle members receive select seating, special invitations,	1	0	0	1	0	1		none
xnli	Inner Circle membership is not free.	1	0	0	1	0	1		none
xnli	Hypothesis: The law school does not employ anyone	1	0	0	1	0	1		none
xnli	Hypothesis: The law school employs at least one	1	0	0	1	0	1		none
xnli	Hypothesis: The IUPUI is not accepting	1	0	0	1	0	1		none
xnli	Hypothesis: Three people contributed to the costume's	1	0	0	1	0	1		none
xnli	Hypothesis: Law schools want the best students.	1	0	0	1	0	1		none
xnli	Hypothesis: Gourmet food and champagne will	1	0	0	1	0	1		none
xnli	Hypothesis: You must donate at least $1	1	0	0	1	0	1		none
xnli	Hypothesis: The IUPUI University Libraries have	1	0	0	1	0	1		none
xnli	Hypothesis: The IUPUI needs 2	1	0	0	1	0	1		none
xnli	Hypothesis: We accomplished everything on our list already	1	0	0	1	0	1		none
xnli	ہم نے بہت سے کام کرنے کے لیے بہت زیادہ	1	0	0	1	0	1		none
xnli	Hypothesis: We do better when we know more	1	0	0	1	0	1		none
xnli	Hypothesis: We don’t need to know anything	1	0	0	1	0	1		none
xnli	Hypothesis: There are only two lockers in	1	0	0	1	0	1		none
xnli	Hypothesis: There are way more lockers than	1	0	0	1	0	1		none
xnli	Hypothesis: The Indiana University School of Medicine owes	1	0	0	1	0	1		none
xnli	Hypothesis: The Indiana University School of Medicine shut	1	0	0	1	0	1		none
xnli	Hypothesis: We didn't send any letters out last	1	0	0	1	0	1		none
xnli	Hypothesis: We send letters out in November.	1	0	0	1	0	1		none
xnli	Hypothesis: We send letters out in honor of	1	0	0	1	0	1		none
xnli	Hypothesis: I hope you will send us money	1	0	0	1	0	1		none
xnli	Hypothesis: Return this card to tell us what	1	0	0	1	0	1		none
xnli	ہم آپ اور دیگر مہربان دوستوں پر ان	1	0	0	1	0	1		none
xnli	Hypothesis: We help cats and dogs.	1	0	0	1	0	1		none
xnli	Hypothesis: All of the animals are recovered by	1	0	0	1	0	1		none
xnli	The Military Rate is $3 and free for those	1	0	0	1	0	1		none
xnli	0.	1	0	0	1	0	1		none
xnli	Hypothesis: Sending your gift via mail would	1	0	0	1	0	1		none
xnli	بیٹسی گری ہاؤ ٹاور نے م	1	0	0	1	0	1		none
xnli	Hypothesis: Betty Groh Tower graduated forty years	1	0	0	1	0	1		none
xnli	Hypothesis: Betty Groh Tower is the only	1	0	0	1	0	1		none
xnli	Your contributions are matched by foundations.	1	0	0	1	0	1		none
xnli	Your contributions are matched.	1	0	0	1	0	1		none
xnli	یہ ایک پیشگوئی ہے کہ ہمیں امریکی	1	0	0	1	0	1		none
xnli	Hypothesis: All the 6,50	1	0	0	1	0	1		none
xnli	Hypothesis: There will be thousands of students from	1	0	0	1	0	1		none
xnli	Hypothesis: There will only be three thousand students	1	0	0	1	0	1		none
xnli	یہ ایک پیشگوئی ہے کہ انڈی	1	0	0	1	0	1		none
xnli	Hypothesis: We have all the help we need	1	0	0	1	0	1		none
xnli	Hypothesis: We need your support this season.	1	0	0	1	0	1		none
xnli	ہم نے 85 سال سے زیادہ عرص	1	0	0	1	0	1		none
xnli	ہم نے اس کام کو 85 سال سے	1	0	0	1	0	1		none
xnli	Hypothesis: Please donate to the IRT today	1	0	0	1	0	1		none
xnli	Premise اور Hypothesis کے درمیان ایک واضح فرق	1	0	0	1	0	1		none
xnli	Hypothesis: We need seed money to help the	1	0	0	1	0	1		none
xnli	Hypothesis: The art was acquired and was put	1	0	0	1	0	1		none
xnli	Hypothesis: The art was acquired, which was	1	0	0	1	0	1		none
xnli	Hypothesis: Endangered animals are helped by Nussbaum	1	0	0	1	0	1		none
xnli	Hypothesis: Some of the endangered animals helped by	1	0	0	1	0	1		none
xnli	ہم ایک سیزن میں ایک فیسٹی	1	0	0	1	0	1		none
xnli	Chris Young is a man who is our Membership Services	1	0	0	1	0	1		none
xnli	Hypothesis: If you have any additional questions,	1	0	0	1	0	1		none
xnli	Hypothesis: Please call our Membership Services Coordinator if	1	0	0	1	0	1		none
xnli	Hypothesis: 100% of our	1	0	0	1	0	1		none
xnli	17% of our alumni contributed to the	1	0	0	1	0	1		none
xnli	Hypothesis: Alumni contributions to the school have increased	1	0	0	1	0	1		none
xnli	Hypothesis: Here is a membership application you can	1	0	0	1	0	1		none
xnli	Hypothesis: Eugene Debs never left California.	1	0	0	1	0	1		none
xnli	Hypothesis: Eugene Debs played sports at UI	1	0	0	1	0	1		none
xnli	Hypothesis: Most people gave more than $1	1	0	0	1	0	1		none
xnli	Hypothesis: No one donated more than $5	1	0	0	1	0	1		none
xnli	someone gave over $2,800.	1	0	0	1	0	1		none
xnli	یہ ایک پیشگوئی ہے کہ اس سرمایہ	1	0	0	1	0	1		none
xnli	Hypothesis: They gutted the apartments and red	1	0	0	1	0	1		none
xnli	Hypothesis: The IRT Education Programs help kids	1	0	0	1	0	1		none
xnli	Hypothesis: I work with President Bush.	1	0	0	1	0	1		none
xnli	Hypothesis: I have directed other plays since then	1	0	0	1	0	1		none
xnli	Hypothesis: I have never worked as a stage	1	0	0	1	0	1		none
xnli	Hypothesis: We don't need any more funds for	1	0	0	1	0	1		none
xnli	Hypothesis: We need your help to keep our	1	0	0	1	0	1		none
xnli	Hypothesis: Heart cells can be transplanted in animals	1	0	0	1	0	1		none
xnli	پیش فرض: سائنس میں شائع ہونے والی	1	0	0	1	0	1		none
xnli	Hypothesis: School have more money than they could	1	0	0	1	0	1		none
xnli	Hypothesis: Schools have had their arts programs cut	1	0	0	1	0	1		none
xnli	Hypothesis: You have to donate more than $	1	0	0	1	0	1		none
xnli	Hypothesis: It would be great if the fundraising	1	0	0	1	0	1		none
xnli	Hypothesis: The center said no visitors could come	1	0	0	1	0	1		none
xnli	Hypothesis: The center was happy to have so	1	0	0	1	0	1		none
xnli	Hypothesis: Dr. Field is the most important	1	0	0	1	0	1		none
xnli	Hypothesis: Dr. Field works as a dentist	1	0	0	1	0	1		none
xnli	Hypothesis: Dr. Field works at IU's	1	0	0	1	0	1		none
xnli	Hypothesis: I hope you send this back to	1	0	0	1	0	1		none
xnli	Hypothesis: The Republican National Convention has only been	1	0	0	1	0	1		none
xnli	Hypothesis: The Republican National Convention is always in	1	0	0	1	0	1		none
xnli	Hypothesis: There are no state schools in Indianapolis	1	0	0	1	0	1		none
xnli	Hypothesis: Two state schools in Indianapolis are joining	1	0	0	1	0	1		none
xnli	Your contribution will assist the IRT.	1	0	0	1	0	1		none
xnli	Hypothesis: The museum always hits their funding goals	1	0	0	1	0	1		none
xnli	Hypothesis: The museum is $500	1	0	0	1	0	1		none
xnli	Bepko honored Kent.	1	0	0	1	0	1		none
xnli	Hypothesis: We are becoming dependent on others.	1	0	0	1	0	1		none
xnli	Hypothesis: We hope you will help us as	1	0	0	1	0	1		none
xnli	Hypothesis: You received a degree in molecular biology	1	0	0	1	0	1		none
xnli	Hypothesis: Two thirds of female business leaders have	1	0	0	1	0	1		none
xnli	Hypothesis: The AMRA Annual Meeting is in	1	0	0	1	0	1		none
xnli	There is a challenge for the seniors.	1	0	0	1	0	1		none
xnli	Hypothesis: The humane society cares for 1	1	0	0	1	0	1		none
xnli	Hypothesis: The humane society is Nashua's	1	0	0	1	0	1		none
xnli	Hypothesis: We had everything we really needed.	1	0	0	1	0	1		none
xnli	Hypothesis: I don’t have anything to do	1	0	0	1	0	1		none
xnli	Hypothesis: I have worked on fundraising for the	1	0	0	1	0	1		none
xnli	Hypothesis: I have worked with IRT for	1	0	0	1	0	1		none
xnli	Hypothesis: Alan Dixon is a Democrat politician.	1	0	0	1	0	1		none
xnli	یہ پیش کش ہے کہ الین ڈاکسن	1	0	0	1	0	1		none
xnli	Hypothesis: Alan Dixon was a state senator.	1	0	0	1	0	1		none
xnli	Hypothesis: They started the award in 1	1	0	0	1	0	1		none
xnli	Hypothesis: Indiana doesn't offer tax credits.	1	0	0	1	0	1		none
xnli	یہ دونوں الفاظ ایک دوسرے سے متعلق ہیں،	1	0	0	1	0	1		none
xnli	Hypothesis: The YMCA has over	1	0	0	1	0	1		none
xnli	Hypothesis: The YMCA strives to promote	1	0	0	1	0	1		none
xnli	There are two levels of Friends.	1	0	0	1	0	1		none
xnli	Hypothesis: We don't need any more donations.	1	0	0	1	0	1		none
xnli	ہم تاریخ، ادب اور سماجی مط	1	0	0	1	0	1		none
xnli	ہم نے تین تاریخی ناول کھیلے ہیں	1	0	0	1	0	1		none
xnli	ہم تاریخ یا ادب سے متعلق پلے نہیں	1	0	0	1	0	1		none
xnli	Hypothesis: Brit Hume is the lead reporter at	1	0	0	1	0	1		none
xnli	Hume speculates on why Lewinsky might not have	1	0	0	1	0	1		none
xnli	Hypothesis: I learned about the United States	1	0	0	1	0	1		none
xnli	The world’s oldest and largest university press, Oxford	1	0	0	1	0	1		none
xnli	Hypothesis: The Enquirer didn't talk about	1	0	0	1	0	1		none
xnli	Hypothesis: The Enquirer had information about	1	0	0	1	0	1		none
xnli	Hypothesis: The Enquirer had pictures of	1	0	0	1	0	1		none
xnli	Hypothesis: Sidewalk It made a recording.	1	0	0	1	0	1		none
xnli	Hypothesis: Sidewalk It recorded music.	1	0	0	1	0	1		none
xnli	Hypothesis: Sidewalk It recorded nothing.	1	0	0	1	0	1		none
xnli	Hypothesis: Johnson never thought about withdrawing.	1	0	0	1	0	1		none
xnli	Hypothesis: Johnson threatened to withdraw.	1	0	0	1	0	1		none
xnli	یہ ایک نتیجہ ہے، کیونکہ یہ ایک ایسی	1	0	0	1	0	1		none
xnli	Hypothesis: The White House uses the FBI properly	1	0	0	1	0	1		none
xnli	Hypothesis: Mr Singleton is a convicted rapist	1	0	0	1	0	1		none
xnli	Hypothesis: Jacob Weisberg's excellent essay,	1	0	0	1	0	1		none
xnli	یہ ایک سوال ہے جس کا جواب آپ کو خود	1	0	0	1	0	1		none
xnli	Hypothesis: Yes, it is a form of	1	0	0	1	0	1		none
xnli	Hypothesis: Woodward wrote a book about Colin Powell	1	0	0	1	0	1		none
xnli	Hypothesis: None of them have succeeded.	1	0	0	1	0	1		none
xnli	Hypothesis: Some of them have been successful during	1	0	0	1	0	1		none
xnli	Hypothesis: Some of them have been successful.	1	0	0	1	0	1		none
xnli	یہ سوال ایک ایسے شخص کے ساتھ محبت کا معامل	1	0	0	1	0	1		none
xnli	Hypothesis: The question is related to love and	1	0	0	1	0	1		none
xnli	Hypothesis: They did a good job designing the	1	0	0	1	0	1		none
xnli	Hypothesis: They hired seasoned architects to design the	1	0	0	1	0	1		none
xnli	Kabul is one of the cities with liberal minded residents	1	0	0	1	0	1		none
xnli	someone	1	0	0	1	0	1		none
xnli	Hypothesis: Nobody should pay to use it.	1	0	0	1	0	1		none
xnli	Harriman was married eight times.	1	0	0	1	0	1		none
xnli	Hypothesis: The agency has specialized software for the	1	0	0	1	0	1		none
xnli	نہیں، یہ غلط ہے۔	1	0	0	1	0	1		none
xnli	Hypothesis: Armey is all we are left	1	0	0	1	0	1		none
xnli	Hypothesis: Armey is no where to be	1	0	0	1	0	1		none
xnli	Hypothesis: People didn't respond at all.	1	0	0	1	0	1		none
xnli	غلط۔ یہ پیش کش ہے، جو کہ ایک	1	0	0	1	0	1		none
xnli	Hypothesis: 1mg at night is a	1	0	0	1	0	1		none
xnli	3 mg is too much to take at night	1	0	0	1	0	1		none
xnli	یہ ایک پیشگوئی ہے۔	1	0	0	1	0	1		none
xnli	Hypothesis: I was 12 when I	1	0	0	1	0	1		none
xnli	Hypothesis: I went to the Christmas Pageant	1	0	0	1	0	1		none
xnli	Hypothesis: The Smithsonian's webpage was created	1	0	0	1	0	1		none
xnli	Hypothesis: Glass is a painter.	1	0	0	1	0	1		none
xnli	Hypothesis: Glass is a writer for the Times	1	0	0	1	0	1		none
xnli	Hypothesis: Glass is a writer.	1	0	0	1	0	1		none
xnli	Walcott's father was a painter and teacher.	1	0	0	1	0	1		none
xnli	Hypothesis: There are no known interviews with Michael	1	0	0	1	0	1		none
xnli	Hypothesis: Some Asians crossed the Bering Strait	1	0	0	1	0	1		none
xnli	Hypothesis: Greenlee County has a public library	1	0	0	1	0	1		none
xnli	Hypothesis: Greenlee County has multiple public libraries	1	0	0	1	0	1		none
xnli	Hypothesis: Greenlee County is not located in	1	0	0	1	0	1		none
xnli	Hypothesis: I was expected to sign up.	1	0	0	1	0	1		none
xnli	Hypothesis: Some files cannot be deleted while Windows	1	0	0	1	0	1		none
xnli	Hypothesis: Public health consequences are not related to	1	0	0	1	0	1		none
xnli	ہاں، میں واقعی سنجیدہ ہوں۔	1	0	0	1	0	1		none
xnli	غلط۔	1	0	0	1	0	1		none
xnli	Hypothesis: Glenn Loury is a street swe	1	0	0	1	0	1		none
xnli	Hypothesis: Would I purchase a set for myself	1	0	0	1	0	1		none
xnli	Hypothesis: De Kooning ended up dying	1	0	0	1	0	1		none
xnli	Hypothesis: De Kooning is in perfect	1	0	0	1	0	1		none
xnli	Premise اور Hypothesis کے درمیان کوئی فرق نہیں	1	0	0	1	0	1		none
xnli	Newsweek published a story about the Hamptons	1	0	0	1	0	1		none
xnli	Hypothesis: Heseltine has no plans to	1	0	0	1	0	1		none
xnli	Hypothesis: Other people have noted this flow after	1	0	0	1	0	1		none
xnli	Hypothesis: Facts contribute more to protests.	1	0	0	1	0	1		none
xnli	Hypothesis: There exist both facts and speculation.	1	0	0	1	0	1		none
xnli	Hypothesis: The White House has made a decision	1	0	0	1	0	1		none
xnli	Hypothesis: The theories identify ages with features of	1	0	0	1	0	1		none
xnli	Hypothesis: The theories identify ages with features.	1	0	0	1	0	1		none
xnli	Hypothesis: There are no theories.	1	0	0	1	0	1		none
xnli	Hypothesis: Debrah Eappen gave an interview	1	0	0	1	0	1		none
xnli	Hypothesis: I did not eat the cake the	1	0	0	1	0	1		none
xnli	Hypothesis: The doctor sent me a bottle of	1	0	0	1	0	1		none
xnli	The team had a name before this one that could	1	0	0	1	0	1		none
xnli	Hypothesis: Writers are very meticulous; not	1	0	0	1	0	1		none
xnli	Hypothesis: I found the definition in the thes	1	0	0	1	0	1		none
xnli	Hypothesis: I looked in the thesaurus and	1	0	0	1	0	1		none
xnli	یہ ایک سوال ہے جو ایک پیش کش (p	1	0	0	1	0	1		none
xnli	Hypothesis: It has all of the slang contained	1	0	0	1	0	1		none
xnli	Hypothesis: There is a lot of different slang	1	0	0	1	0	1		none
xnli	Hypothesis: The 1984 edition is the	1	0	0	1	0	1		none
xnli	Hypothesis: The book is not for sale.	1	0	0	1	0	1		none
xnli	Hypothesis: The supplement is cheaper than the book	1	0	0	1	0	1		none
xnli	Hypothesis: Phonemes do not ever change	1	0	0	1	0	1		none
xnli	Split Ends is a hair salon.	1	0	0	1	0	1		none
xnli	Split Ends is an ice cream shop.	1	0	0	1	0	1		none
xnli	Split Ends is for edgy people.	1	0	0	1	0	1		none
xnli	Hypothesis: Nebraska doesn't have any cities with funny	1	0	0	1	0	1		none
xnli	Hypothesis: Surprise Nebraska has 1,	1	0	0	1	0	1		none
xnli	Hypothesis: Surprise is a town in Nebraska	1	0	0	1	0	1		none
xnli	Illiteracy is a major issue in the third world	1	0	0	1	0	1		none
xnli	Hypothesis: Anglo- Saxon input is very important	1	0	0	1	0	1		none
xnli	Hypothesis: M. Tesniares did not	1	0	0	1	0	1		none
xnli	Hypothesis: M. Tesniares performs Anglo	1	0	0	1	0	1		none
xnli	Hypothesis: Excessive heat can cause dizziness in some	1	0	0	1	0	1		none
xnli	Hypothesis: Vanilla comes from a tropical plant.	1	0	0	1	0	1		none
xnli	Hypothesis: Vanilla is named after a Dutch word	1	0	0	1	0	1		none
xnli	Hypothesis: The British had no respect.	1	0	0	1	0	1		none
xnli	Hypothesis: Other currencies also use names of weights	1	0	0	1	0	1		none
xnli	Hypothesis: June and July are also very hot	1	0	0	1	0	1		none
xnli	Hypothesis: The weather is hot and rainless	1	0	0	1	0	1		none
xnli	Hypothesis: In order to avoid heartbreak.	1	0	0	1	0	1		none
xnli	Hypothesis: In order to avoid loss.	1	0	0	1	0	1		none
xnli	Hypothesis: In order to seek loss.	1	0	0	1	0	1		none
xnli	Say break	1	0	0	1	0	1		none
xnli	Hypothesis: The Greek word from which diagnosis was	1	0	0	1	0	1		none
xnli	Hypothesis: The origins of the word diagnosis can	1	0	0	1	0	1		none
xnli	Hypothesis: There is evidence to suggest that diagnosis	1	0	0	1	0	1		none
xnli	Hypothesis: I am sure the Yiddish will still	1	0	0	1	0	1		none
xnli	Hypothesis: The Yiddish culture has survived for more	1	0	0	1	0	1		none
xnli	یہ ایک پیشگوئی ہے۔ یہ پیشگو	1	0	0	1	0	1		none
xnli	Hypothesis: Boswell wrote the Life of Johnson	1	0	0	1	0	1		none
xnli	Hypothesis: I have never heard of the International	1	0	0	1	0	1		none
xnli	Hypothesis: This review is limited in scope and	1	0	0	1	0	1		none
xnli	VIP is not an example.	1	0	0	1	0	1		none
xnli	VIP (Vasoactive Intestinal Poly- peptide	1	0	0	1	0	1		none
xnli	Hypothesis: The book talks about the meanings of	1	0	0	1	0	1		none
xnli	یہ ایک مضبوط پیشگوئی ہے کہ یہ	1	0	0	1	0	1		none
xnli	Hypothesis: Dictionaries do not talk about these	1	0	0	1	0	1		none
xnli	Hypothesis: Dictionaries usually expound on these	1	0	0	1	0	1		none
xnli	Hypothesis: There are other experts in the field	1	0	0	1	0	1		none
xnli	Goistering refers to a baby laugh.	1	0	0	1	0	1		none
xnli	Hypothesis: He made it a rhyming	1	0	0	1	0	1		none
xnli	Hypothesis: He wrote a poem with the word	1	0	0	1	0	1		none
xnli	Hypothesis: Huevos is fun to say.	1	0	0	1	0	1		none
xnli	Hypothesis: French translations are not interesting without any	1	0	0	1	0	1		none
xnli	Hypothesis: There are only three articles.	1	0	0	1	0	1		none
xnli	There are twelve articles collected together in the book.	1	0	0	1	0	1		none
xnli	There are twelve articles in the collection.	1	0	0	1	0	1		none
xnli	Hypothesis: Echar sapos y culebras	1	0	0	1	0	1		none
xnli	اس کے ساتھ، ہم کہہ سکتے ہیں کہ اس	1	0	0	1	0	1		none
xnli	Hypothesis: Languages can never be combined.	1	0	0	1	0	1		none
xnli	Hypothesis: Some languages are other languages combined.	1	0	0	1	0	1		none
xnli	Hypothesis: Some languages get made up by children	1	0	0	1	0	1		none
xnli	Hypothesis: Mathematical instructions written for computers never contain	1	0	0	1	0	1		none
xnli	Hypothesis: We only use the historic spellings	1	0	0	1	0	1		none
xnli	ہم شیکسپیر کے کاموں کے عنوان	1	0	0	1	0	1		none
xnli	ہم ایک دوسرے کو بھولنے سے بچنے	1	0	0	1	0	1		none
xnli	Hypothesis: Lucretius lived two thousand	1	0	0	1	0	1		none
xnli	Hypothesis: I had only been on the Cont	1	0	0	1	0	1		none
xnli	Hypothesis: Alice said no.	1	0	0	1	0	1		none
xnli	Both Indians and white settlers used the oil from Oil	1	0	0	1	0	1		none
xnli	Hypothesis: Nobody ever used the oil from Oil	1	0	0	1	0	1		none
xnli	Hypothesis: The oil was an effective medicine for	1	0	0	1	0	1		none
xnli	Hypothesis: Typesetters and typists never	1	0	0	1	0	1		none
xnli	Hypothesis: Linguists make a lot of money	1	0	0	1	0	1		none
xnli	Hypothesis: The technical term for this is not	1	0	0	1	0	1		none
xnli	Hypothesis: There are few shepherds	1	0	0	1	0	1		none
xnli	Hypothesis: The Construction Batallion is an independent	1	0	0	1	0	1		none
xnli	Hypothesis: The Construction Batallion is one of	1	0	0	1	0	1		none
xnli	Hypothesis: The abbreviation of the Construction Batallion	1	0	0	1	0	1		none
xnli	Hypothesis: Skeat is going to pay attention	1	0	0	1	0	1		none
xnli	Hypothesis: Skeat will study the note every	1	0	0	1	0	1		none
xnli	There are two volumes of laws concerning trademarks.	1	0	0	1	0	1		none
xnli	Hypothesis: I am interested in LBC Radio	1	0	0	1	0	1		none
xnli	Hypothesis: I don't own a radio and have	1	0	0	1	0	1		none
xnli	Hypothesis: It is very obvious what happens.	1	0	0	1	0	1		none
xnli	Hypothesis: What happens is a surprise.	1	0	0	1	0	1		none
xnli	Hypothesis: The Gazette was the most popular newspaper	1	0	0	1	0	1		none
xnli	Hypothesis: The Gazette was the news paper in	1	0	0	1	0	1		none
xnli	Hypothesis: The newspaper in NY was called the	1	0	0	1	0	1		none
xnli	They typed in numbers.	1	0	0	1	0	1		none
xnli	Cliches are a certain type of expression.	1	0	0	1	0	1		none
xnli	Hypothesis: Grammar has changed but not too	1	0	0	1	0	1		none
xnli	Hypothesis: Grammar has changed so much that	1	0	0	1	0	1		none
xnli	The reference I have is sketchy.	1	0	0	1	0	1		none
xnli	Hypothesis: The reference i have is complete.	1	0	0	1	0	1		none
xnli	Money got its name from animals.	1	0	0	1	0	1		none
xnli	Hypothesis: Hackers enjoy translating computer slang into	1	0	0	1	0	1		none
xnli	Hypothesis: Hackers would not understand what I	1	0	0	1	0	1		none
xnli	Hypothesis: I think hackers can generally understand computer	1	0	0	1	0	1		none
xnli	Hypothesis: There are 200 syll	1	0	0	1	0	1		none
xnli	Hypothesis: There are more than 10	1	0	0	1	0	1		none
xnli	Hypothesis: There are only 50 syll	1	0	0	1	0	1		none
xnli	'The e stands for the phoneme /e	1	0	0	1	0	1		none
xnli	Hypothesis: There are 20 varieties of	1	0	0	1	0	1		none
xnli	Hypothesis: That person is being discharged honorably	1	0	0	1	0	1		none
xnli	Hypothesis: That person is being discharged.	1	0	0	1	0	1		none
xnli	Hypothesis: Mr. Levitt was childless	1	0	0	1	0	1		none
xnli	Hypothesis: Mr. Levitt had a daughter	1	0	0	1	0	1		none
xnli	Hypothesis: Mr. Levitt's daughter was	1	0	0	1	0	1		none
xnli	Hypothesis: The subjective satisfactory is a person.	1	0	0	1	0	1		none
xnli	Hypothesis: The subjective satisfactory is not trouble.	1	0	0	1	0	1		none
xnli	Hypothesis: Honey's treatment needs no explanation.	1	0	0	1	0	1		none
xnli	women are included in the label of man.	1	0	0	1	0	1		none
